"id","journal","journal_en","ssh"
1214,"中国矿物岩石地球化学学会第九次全国会员代表大会暨第16届学术年会文集","Proceedings of the Ninth National Congress of the Chinese Society of Mineral and Rock Geochemistry and the 16th Annual Academic Conference",1
1215,"农业科技与信息","Agricultural Technology and Information",1
1216,"新疆农业科技","Xinjiang Agricultural Science and Technology",1
1217,"重庆科技学院学报(社会科学版)","Journal of Chongqing Institute of Science and Technology (Social Science Edition)",1
1218,"美与时代(上)","Beauty and the Times (above)",1
1219,"中国教育学刊","Chinese Journal of Education",1
1220,"音乐创作","Music Composition",1
1221,"犯罪与改造研究","Crime and Rehabilitation Studies",1
1222,"中国儿童保健杂志","Chinese Journal of Child Health",1
1223,"人民音乐","People's Music",1
1224,"肉类研究","Meat Research",1
1225,"新疆教育学院学报","Journal of Xinjiang Institute of Education",1
1226,"上海交通大学学报(哲学社会科学版)","Journal of Shanghai Jiaotong University (Philosophy and Social Science Edition)",1
1227,"双语教育研究","Bilingual Education Research",1
1228,"新疆医科大学学报","Journal of Xinjiang Medical University",1
1229,"黑龙江动物繁殖","Heilongjiang Animal Breeding",1
1230,"上海经济研究","Shanghai Economic Research",1
1231,"新疆职业教育研究","Xinjiang Vocational Education Research",1
1232,"新美术","New Art",1
1233,"西北药学杂志","Northwest Journal of Pharmacy",1
1234,"实事求是","Practicality",1
1235,"中国动物检疫","China Animal Quarantine",1
1236,"财会月刊","Finance & Accounting Monthly",1
1237,"软科学","Soft Science",1
1238,"海南广播电视大学学报","Journal of Hainan Radio and Television University",1
1239,"炎黄春秋","Yanhuang Spring and Autumn",1
1240,"西北农业学报","Northwest Journal of Agriculture",1
1241,"山西建筑","Shanxi Construction",1
1242,"现代日本经济","Modern Japanese Economy",1
1243,"国际经济分析与展望（2016～2017）","International Economic Analysis and Prospects (2016 to 2017)",1
1244,"科技通报","Science and Technology Bulletin",1
1245,"农业网络信息","Agricultural Network Information",1
1246,"石油化工设计","Petrochemical design",1
1247,"今日民族","Nation Today",1
1248,"黑龙江科学","Heilongjiang Science",1
1249,"国际经济合作","International Economic Cooperation",1
1250,"中国法医学杂志","Chinese Journal of Forensic Medicine",1
1251,"国土资源情报","Land Resources Intelligence",1
1252,"中国石油大学学报(社会科学版)","Journal of China University of Petroleum (Social Science Edition)",1
1253,"计算机工程与设计","Computer Engineering and Design",1
1254,"中国微生态学杂志","Chinese Journal of Microecology",1
1255,"设计艺术研究","Design Art Research",1
1256,"四川职业技术学院学报","Journal of Sichuan Vocational and Technical College",1
1257,"山东工商学院学报","Journal of Shandong Institute of Commerce and Industry",1
1258,"中国公证","China Notary",1
1259,"语文建设","Language Construction",1
1260,"贵州师范大学学报(社会科学版)","Journal of Guizhou Normal University (Social Science Edition)",1
1261,"新闻战线","News Front",1
1262,"金属加工(冷加工)","Metal processing (cold working)",1
1263,"舞蹈","Dance",1
1264,"新产经","New Product Economy",1
1265,"新西部(理论版)","New West (Theory Edition)",1
1266,"长春金融高等专科学校学报","Journal of Changchun Higher Institute of Finance",1
1267,"饲料博览","Feed Expo",1
1268,"实用心脑肺血管病杂志","Journal of Practical Cardiopulmonary Vascular Disease",1
1269,"安徽农业科学","Anhui Agricultural Science",1
1270,"江苏警官学院学报","Journal of Jiangsu Police College",1
1271,"上海化工","Shanghai Chemical",1
1272,"上海对外经贸大学学报","Journal of Shanghai University of International Business and Economics",1
1273,"地质通报","Geological Bulletin",1
1274,"绵阳师范学院学报","Journal of Mianyang Normal College",1
1275,"计算机应用与软件","Computer Applications and Software",1
1276,"市场论坛","Market Forum",1
1277,"中国食品药品监管","China Food and Drug Administration",1
1278,"中国国家博物馆馆刊","Journal of the National Museum of China",1
1279,"孔子学院","Confucius Institute",1
1280,"中外企业家","Chinese and foreign entrepreneurs",1
1281,"中华高血压杂志","Chinese Journal of Hypertension",1
1282,"财经界","Financial sector",1
1283,"商业文化","Business Culture",1
1284,"中国公共卫生","China Public Health",1
1285,"重庆医学","Chongqing Medicine",1
1286,"石油地球物理勘探","Petroleum Geophysical Exploration",1
1287,"铁路通信信号工程技术","Railroad communication signal engineering technology",1
1288,"毒理学杂志","Journal of Toxicology",1
1289,"肿瘤预防与治疗","Tumor Prevention and Treatment",1
1290,"中国输血杂志","Chinese Journal of Blood Transfusion",1
1291,"河南中医","Henan Chinese Medicine",1
1292,"石油工业技术监督","Technical Supervision of Petroleum Industry",1
1293,"现代国际关系","Modern International Relations",1
1294,"绿色中国","Green China",1
1295,"现代经济探讨","Modern Economic Discussions",1
1296,"新能源经贸观察","New Energy Economy and Trade Watch",1
1297,"硅酸盐通报","Silicate Bulletin",1
1298,"中国三峡","China Three Gorges",1
1299,"西北工业大学学报(社会科学版)","Journal of Northwestern Polytechnical University (Social Science Edition)",1
1300,"环渤海经济瞭望","Bohai Sea Economic Outlook",1
1301,"探索","Explore",1
1302,"第八届全国成矿理论与找矿方法学术讨论会论文摘要文集","Proceedings of the Eighth National Symposium on Ore Formation Theory and Mineral Search Methods",1
1303,"阅江学刊","Read River Journal",1
1304,"科教导刊(上旬刊)","Science and Education Journal (Upper Edition)",1
1305,"《采油工程文集》2017年第4辑","Collected Works on Oil Recovery Engineering, Series 4, 2017",1
1306,"中华诊断学电子杂志","Chinese Diagnostics Electronic Journal",1
1307,"“一带一路”科普场馆发展国际研讨会论文集","Proceedings of the International Symposium on ""One Belt, One Road"" for the Development of Popular Science Venues",1
1308,"宏观经济管理","Macroeconomic Management",1
1309,"中国地方病防治杂志","Chinese Journal of Endemic Disease Control",1
1310,"青海金融","Qinghai Finance",1
1311,"深圳职业技术学院学报","Journal of Shenzhen Vocational and Technical College",1
1312,"中国高新区","China High-Tech Zone",1
1313,"食品科技","Food Technology",1
1314,"陇东学院学报","Journal of Longdong College",1
1315,"中国建筑装饰装修","China Construction Decoration",1
1316,"中国中医药信息杂志","China Journal of Traditional Chinese Medicine Information",1
1317,"浙江师范大学学报(社会科学版)","Journal of Zhejiang Normal University (Social Science Edition)",1
1318,"湖北经济学院学报","Journal of Hubei College of Economics",1
1319,"出版科学","Publishing Science",1
1320,"中国国际珠宝首饰学术交流会论文集（2017）","Proceedings of the China International Jewelry Academic Exchange Conference (2017)",1
1321,"乐器","Musical Instrument",1
1322,"2030可持续发展目标与一带一路建设——中国新兴经济体研究会2017年会暨2017新兴经济体论坛（国际学术会议）论文集（上）","2030 Sustainable Development Goals and Belt and Road Construction - Proceedings of the 2017 Annual Meeting of the China Association for the Study of Emerging Economies and the 2017 Emerging Economies Forum (International Academic Conference) (Previous)",1
1323,"枣庄学院学报","Journal of Zaozhuang College",1
1324,"现代生物医学进展","Modern Biomedical Advances",1
1325,"贵州民族大学学报(哲学社会科学版)","Journal of Guizhou University of Nationalities (Philosophy and Social Science Edition)",1
1326,"化肥设计","Fertilizer design",1
1327,"南方医科大学学报","Journal of Southern Medical University",1
1328,"北京财贸职业学院学报","Journal of Beijing Finance and Trade Vocational College",1
1329,"当代亚太","Contemporary Asia Pacific",1
1330,"2017年全国天然气学术年会论文集","Proceedings of the 2017 National Natural Gas Academic Conference",1
1331,"宏观经济研究","Macroeconomic Research",1
1332,"2017“一带一路”文化艺术交流合作国际学术研讨会论文集","Proceedings of the 2017 International Symposium on ""One Belt, One Road"" Cultural and Artistic Exchange and Cooperation",1
1333,"中国核科学技术进展报告（第五卷）——中国核学会2017年学术年会论文集第2册（铀矿地质分卷（下）、铀矿冶分卷）","Report on the Progress of Nuclear Science and Technology in China (Volume 5) - Proceedings of the 2017 Annual Academic Conference of the Chinese Nuclear Society, Volume 2 (Uranium Geology Sub-volume (below), Uranium Mining and Metallurgy Sub-volume)",1
1334,"广东海洋大学学报","Journal of Guangdong Ocean University",1
1335,"科技中国","Technology China",1
1336,"山东工艺美术学院学报","Journal of Shandong Academy of Arts and Crafts",1
1337,"现代装饰","Modern Decoration",1
1338,"“标准化与治理”——第二届国际论坛论文集","""Standardization and Governance"" - Proceedings of the 2nd International Forum",1
1339,"第十一届海峡两岸心血管科学研讨会、2017年全国心脑血管药理学术会议、中国卒中学会第一次新药研讨会论文集","Proceedings of the 11th Cross-Strait Cardiovascular Science Symposium, the 2017 National Cardiovascular Pharmacology Conference, and the First New Drug Symposium of the Chinese Stroke Association",1
1340,"第十四届全国人机语音通讯学术会议（NCMMSC’2017）论文集","Proceedings of the 14th National Conference on Human-Machine Speech Communication (NCMMSC'2017)",1
1341,"中华全科医学","Chinese Family Medicine",1
1342,"湖北畜牧兽医","Hubei Animal Husbandry Veterinarian",1
1343,"建筑钢结构进展","Progress in building steel structure",1
1344,"古地理学报","Journal of Paleogeography",1
1345,"大学教育","University Education",1
1346,"声屏世界","Sound Screen World",1
1347,"中国国际战略评论2017","China International Strategic Review 2017",1
1348,"宁夏大学学报(人文社会科学版)","Journal of Ningxia University (Humanities and Social Sciences Edition)",1
1349,"常州大学学报(社会科学版)","Journal of Changzhou University (Social Science Edition)",1
1350,"国际政治研究","International Political Studies",1
1351,"农业科学研究","Agricultural Science Research",1
1352,"南京农业大学学报(社会科学版)","Journal of Nanjing Agricultural University (Social Science Edition)",1
1353,"中国卫生标准管理","China Health Standards Management",1
1354,"2017油气田勘探与开发国际会议（IFEDC 2017）论文集","Proceedings of the 2017 International Conference on Oil and Gas Field Exploration and Development (IFEDC 2017)",1
1355,"中国政府采购","China Government Procurement",1
1356,"中国妇幼卫生杂志","China Journal of Maternal and Child Health",1
1357,"临床检验杂志(电子版)","Journal of Clinical Laboratory (electronic version)",1
1358,"农银学刊","Journal of Agricultural Banking",1
